ax,10,,,,,,,,,
tt,3,5,53,54,55,56,71,72,,
tt,4,5,51,52,54,56,,,,
tt,6,24,50,51,,,,,,
tt,6,50,51,52,53,69,70,,,
tt,7,8,46,48,49,50,68,69,,
tt,8,10,24,44,45,46,47,48,49,
tt,9,13,43,44,46,66,67,73,,
tt,10,11,13,39,41,43,44,45,,
tt,24,39,45,47,,,,,,
tt,12,16,37,38,39,41,42,,,
tt,13,14,15,38,40,42,57,,,
tt,14,40,43,73,74,,,,,
tt,15,40,57,74,75,,,,,
tt,16,38,57,65,76,,,,,
tt,17,19,34,35,36,37,38,63,64,65
tt,18,19,33,34,35,62,63,,,
tt,19,20,32,61,62,,,,,
tt,20,21,30,31,32,33,,,,
tt,21,22,27,29,30,32,60,61,,
tt,22,23,27,29,,,,,,
tt,23,26,29,59,60,,,,,
tt,26,28,29,,,,,,,
tt,47,49,,,,,,,,
ap,39,,,,,,,,,
tp,28,29,58,59,,,,,,
tp,29,30,32,,,,,,,
tp,58,,,,,,,,,
tp,60,,,,,,,,,
tp,31,32,,,,,,,,
tp,33,,,,,,,,,
tp,61,,,,,,,,,
tp,34,,,,,,,,,
tp,35,36,,,,,,,,
tp,36,63,,,,,,,,
tp,37,,,,,,,,,
tp,38,39,,,,,,,,
tp,57,65,,,,,,,,
tp,41,,,,,,,,,
tp,42,43,57,74,,,,,,
tp,42,,,,,,,,,
tp,43,44,,,,,,,,
tp,73,,,,,,,,,
tp,45,46,,,,,,,,
tp,,,,,,,,,,,
tp,48,67,68,,,,,,,
tp,49,,,,,,,,,
tp,49,68,,,,,,,,
tp,50,,,,,,,,,
tp,51,69,,,,,,,,
tp,52,,,,,,,,,
tp,53,54,70,,,,,,,
tp,54,70,71,,,,,,,
tp,55,56,,,,,,,,
tp,56,71,72,,,,,,,
tp,,,,,,,,,,,
tp,75,76,,,,,,,,
bs,59,,,,,,,,,
bs,60,,,,,,,,,
bs,61,,,,,,,,,
bs,62,,,,,,,,,
bs,63,,,,,,,,,
bs,64,,,,,,,,,
bs,65,,,,,,,,,
bs,76,,,,,,,,,
bs,67,73,,,,,,,,
bs,68,,,,,,,,,
bs,69,,,,,,,,,
bs,70,,,,,,,,,
bs,71,,,,,,,,,
bs,72,,,,,,,,,
bs,,,,,,,,,,,
bs,74,,,,,,,,,
bs,75,,,,,,,,,
bs,76,,,,,,,,,
bs,,,,,,,,,,,
