ax,15,,,,,,,,,
tt,3,4,22,23,26,27,,,,
tt,4,5,26,27,29,,,,,
tt,5,25,27,29,56,57,,,,
tt,6,28,29,30,31,32,57,58,59,
tt,7,8,31,32,34,35,59,60,,
tt,8,14,33,34,35,36,37,,,
tt,9,14,35,36,38,60,61,62,,
tt,10,14,38,39,41,63,64,65,,
tt,11,41,44,65,66,67,,,,
tt,12,13,44,46,67,68,,,,
tt,16,17,18,46,47,49,50,68,69,70
tt,15,16,43,44,45,46,,,,
tt,15,36,37,39,40,42,,,,
tt,16,17,40,43,45,48,,,,
tt,17,45,46,48,49,,,,,
tt,19,48,49,50,53,,,,,
tt,19,47,51,70,71,,,,,
tt,20,51,52,54,71,72,,,,
tt,52,54,72,,,,,,,
ap,40,,,,,,,,,
tp,23,24,25,27,,,,,,
tp,24,,,,,,,,,
tp,25,55,,,,,,,,
tp,27,55,56,,,,,,,
tp,27,28,29,,,,,,,
tp,29,56,,,,,,,,
tp,29,30,,,,,,,,
tp,57,,,,,,,,,
tp,31,33,,,,,,,,
tp,32,34,,,,,,,,
tp,59,,,,,,,,,
tp,34,37,,,,,,,,
tp,35,,,,,,,,,
tp,36,60,,,,,,,,
tp,37,38,39,62,,,,,,
tp,39,40,,,,,,,,
tp,39,62,63,,,,,,,
tp,40,41,42,,,,,,,
tp,42,43,44,,,,,,,
tp,42,65,,,,,,,,
tp,43,44,,,,,,,,
tp,44,45,,,,,,,,
tp,66,67,,,,,,,,
tp,46,48,,,,,,,,
tp,68,,,,,,,,,
tp,49,50,51,69,70,,,,,
tp,49,50,,,,,,,,
tp,50,,,,,,,,,
tp,51,53,,,,,,,,
tp,53,54,71,,,,,,,
tp,54,72,,,,,,,,
tp,54,,,,,,,,,
tp,,,,,,,,,,,
bs,56,,,,,,,,,
bs,57,,,,,,,,,
bs,58,,,,,,,,,
bs,59,,,,,,,,,
bs,60,,,,,,,,,
bs,61,,,,,,,,,
bs,62,,,,,,,,,
bs,63,,,,,,,,,
bs,64,,,,,,,,,
bs,65,,,,,,,,,
bs,66,,,,,,,,,
bs,67,,,,,,,,,
bs,68,,,,,,,,,
bs,69,,,,,,,,,
bs,70,,,,,,,,,
bs,71,,,,,,,,,
bs,72,,,,,,,,,
bs,,,,,,,,,,,
