ax,11,,,,,,,,,
tt,3,4,50,52,53,73,,,,
tt,4,5,48,50,51,71,72,,,
tt,5,6,48,49,51,,,,,
tt,6,46,48,70,71,,,,,
tt,11,45,46,47,48,49,,,,
tt,8,10,11,12,39,40,42,43,,
tt,9,39,41,46,67,68,,,,
tt,10,37,39,41,64,65,,,,
tt,13,14,36,37,63,64,,,,
tt,12,43,44,45,,,,,,
tt,13,15,37,38,40,44,,,,
tt,14,15,34,35,36,37,38,,,
tt,16,35,36,61,62,,,,,
tt,16,17,30,31,32,33,34,,,
tt,17,20,29,31,32,57,58,59,,
tt,21,28,29,30,31,,,,,
tt,19,20,21,23,24,26,27,54,55,56
tt,21,24,25,26,54,,,,,
tt,21,27,29,56,57,,,,,
tt,23,27,28,29,,,,,,
ap,44,,,,,,,,,
tp,24,27,28,,,,,,,
tp,26,,,,,,,,,
tp,26,54,,,,,,,,
tp,54,,,,,,,,,
tp,29,56,,,,,,,,
tp,29,30,,,,,,,,
tp,57,,,,,,,,,
tp,31,,,,,,,,,
tp,32,,,,,,,,,
tp,33,59,60,,,,,,,
tp,34,35,60,61,,,,,,
tp,35,38,,,,,,,,
tp,36,61,,,,,,,,
tp,37,62,63,,,,,,,
tp,38,39,40,,,,,,,
tp,44,,,,,,,,,
tp,40,41,65,,,,,,,
tp,43,,,,,,,,,
tp,65,66,67,,,,,,,
tp,43,45,68,69,,,,,,
tp,45,,,,,,,,,
tp,,,,,,,,,,,
tp,46,47,69,,,,,,,
tp,47,69,70,,,,,,,
tp,49,,,,,,,,,
tp,49,51,71,,,,,,,
tp,,,,,,,,,,,
tp,52,72,73,,,,,,,
tp,52,72,,,,,,,,
tp,53,73,,,,,,,,
tp,73,,,,,,,,,
bs,55,,,,,,,,,
bs,56,,,,,,,,,
bs,57,,,,,,,,,
bs,58,,,,,,,,,
bs,59,,,,,,,,,
bs,60,,,,,,,,,
bs,61,,,,,,,,,
bs,62,,,,,,,,,
bs,63,,,,,,,,,
bs,64,,,,,,,,,
bs,65,,,,,,,,,
bs,66,,,,,,,,,
bs,67,,,,,,,,,
bs,68,,,,,,,,,
bs,69,,,,,,,,,
bs,70,,,,,,,,,
bs,71,,,,,,,,,
bs,72,,,,,,,,,
bs,73,,,,,,,,,
bs,,,,,,,,,,,
